Date,Open,High,Low,Close,Adj Close,Volume
2021-11-26,0.789827,0.789846,0.781348,0.789659,0.789659,0
2021-11-29,0.786046,0.786046,0.781708,0.785867,0.785867,0
2021-11-30,0.785114,0.785546,0.779545,0.785053,0.785053,0
2021-12-01,0.782957,0.786528,0.782387,0.782822,0.782822,0
2021-12-02,0.780622,0.782595,0.779029,0.780585,0.780585,0
2021-12-03,0.780123,0.784671,0.778525,0.780171,0.780171,0
2021-12-06,0.780049,0.782846,0.778719,0.780214,0.780214,0
2021-12-07,0.783699,0.791365,0.783269,0.783576,0.783576,0
2021-12-08,0.790770,0.793135,0.789509,0.790776,0.790776,0
2021-12-09,0.790489,0.790639,0.786491,0.790376,0.790376,0
2021-12-10,0.787042,0.788644,0.785250,0.786881,0.786881,0
2021-12-13,0.786219,0.787092,0.780116,0.786170,0.786170,0
2021-12-14,0.780884,0.781427,0.777678,0.780786,0.780786,0
2021-12-15,0.777254,0.778634,0.774018,0.777176,0.777176,0
2021-12-16,0.779077,0.783441,0.777811,0.779029,0.779029,0
2021-12-17,0.782515,0.782656,0.778531,0.782491,0.782491,0
2021-12-20,0.775386,0.776096,0.771414,0.775284,0.775284,0
2021-12-21,0.773102,0.774413,0.772499,0.773036,0.773036,0
2021-12-22,0.773826,0.779022,0.773826,0.773814,0.773814,0
2021-12-23,0.778137,0.780744,0.778028,0.778137,0.778137,0
2021-12-24,0.779691,0.782313,0.779296,0.779794,0.779794,0
2021-12-27,0.780384,0.782546,0.778440,0.780396,0.780396,0
2021-12-28,0.781971,0.782473,0.779837,0.782044,0.782044,0
2021-12-29,0.780396,0.781922,0.779192,0.780457,0.780457,0
2021-12-30,0.782295,0.783147,0.780530,0.782313,0.782313,0
2021-12-31,0.784745,0.791966,0.784314,0.784658,0.784658,0
2022-01-03,0.790070,0.790889,0.782589,0.789964,0.789964,0
2022-01-04,0.784228,0.789440,0.783355,0.784234,0.784234,0
2022-01-05,0.787185,0.787954,0.784979,0.787129,0.787129,0
2022-01-06,0.783846,0.786003,0.780439,0.783693,0.783693,0
2022-01-07,0.785737,0.790977,0.785571,0.785534,0.785534,0
2022-01-10,0.790789,0.793021,0.787842,0.790708,0.790708,0
2022-01-11,0.789559,0.793840,0.789316,0.789578,0.789578,0
2022-01-12,0.794982,0.800090,0.794982,0.795071,0.795071,0
2022-01-13,0.799827,0.803084,0.799373,0.799898,0.799898,0
2022-01-14,0.799405,0.801847,0.796635,0.799501,0.799501,0
2022-01-17,0.797391,0.800019,0.796756,0.797308,0.797308,0
2022-01-18,0.799105,0.800961,0.796933,0.798996,0.798996,0
2022-01-19,0.800237,0.802890,0.798473,0.800160,0.800160,0
2022-01-20,0.799335,0.802936,0.799303,0.799303,0.799303,0
2022-01-21,0.800122,0.800122,0.796679,0.799981,0.799981,0
2022-01-24,0.795956,0.796622,0.787358,0.796115,0.796115,0
2022-01-25,0.791973,0.792424,0.789391,0.792048,0.792048,0
2022-01-26,0.792657,0.796210,0.791252,0.792651,0.792651,0
2022-01-27,0.790145,0.790483,0.785799,0.789983,0.789983,0
2022-01-28,0.784615,0.786720,0.781482,0.784578,0.784578,0
2022-01-31,0.783644,0.787799,0.782803,0.783754,0.783754,0
2022-02-01,0.786213,0.790245,0.785848,0.786324,0.786324,0
2022-02-02,0.787923,0.790658,0.787123,0.788047,0.788047,0
2022-02-03,0.788283,0.789808,0.786491,0.788246,0.788246,0
2022-02-04,0.788700,0.789765,0.782032,0.788737,0.788737,0
2022-02-07,0.784603,0.789123,0.784049,0.784603,0.784603,0
2022-02-08,0.789521,0.789640,0.786176,0.789540,0.789540,0
2022-02-09,0.787154,0.789260,0.786504,0.787067,0.787067,0
2022-02-10,0.788843,0.791396,0.786281,0.788886,0.788886,0
2022-02-11,0.785336,0.789079,0.784123,0.785423,0.785423,0
2022-02-14,0.786046,0.786052,0.782313,0.785947,0.785947,0
2022-02-15,0.785669,0.787296,0.782865,0.785632,0.785632,0
2022-02-16,0.785867,0.789540,0.785861,0.785935,0.785935,0
2022-02-17,0.787637,0.788693,0.785478,0.787687,0.787687,0
2022-02-18,0.786875,0.789141,0.784185,0.787104,0.787104,0
2022-02-21,0.783957,0.786102,0.783785,0.783908,0.783908,0
2022-02-22,0.783933,0.786349,0.783184,0.783945,0.783945,0
2022-02-23,0.783245,0.788563,0.783220,0.783263,0.783263,0
2022-02-24,0.785379,0.785379,0.776603,0.785305,0.785305,0
2022-02-25,0.780817,0.785238,0.780068,0.780671,0.780671,0
2022-02-28,0.783730,0.789821,0.780719,0.783994,0.783994,0
2022-03-01,0.789578,0.790289,0.786764,0.789484,0.789484,0
2022-03-02,0.785947,0.790102,0.784714,0.785947,0.785947,0
2022-03-03,0.790764,0.794382,0.787954,0.790758,0.790758,0
2022-03-04,0.789260,0.789278,0.781904,0.789247,0.789247,0
2022-03-07,0.786615,0.788289,0.782546,0.786528,0.786528,0
2022-03-08,0.781311,0.781494,0.775266,0.781165,0.781165,0
2022-03-09,0.775922,0.781000,0.775717,0.775855,0.775855,0
2022-03-10,0.781788,0.783748,0.778798,0.781342,0.781342,0
2022-03-11,0.783945,0.787780,0.781696,0.783951,0.783951,0
2022-03-14,0.785139,0.785349,0.781928,0.785213,0.785213,0
2022-03-15,0.779964,0.781836,0.776995,0.779964,0.779964,0
2022-03-16,0.783085,0.787985,0.782816,0.783159,0.783159,0
2022-03-17,0.788202,0.791377,0.787600,0.788221,0.788221,0
2022-03-18,0.791615,0.793922,0.790739,0.791665,0.791665,0
2022-03-21,0.793305,0.795241,0.792337,0.793286,0.793286,0
2022-03-22,0.794281,0.795513,0.792349,0.794407,0.794407,0
2022-03-23,0.794957,0.797264,0.793380,0.794736,0.794736,0
2022-03-24,0.796356,0.799316,0.794597,0.796229,0.796229,0
2022-03-25,0.798709,0.800051,0.796648,0.798697,0.798697,0
2022-03-28,0.800826,0.801713,0.794174,0.800826,0.800826,0
2022-03-29,0.798837,0.801770,0.798129,0.798837,0.798837,0
2022-03-30,0.800134,0.804421,0.799501,0.800134,0.800134,0
2022-03-31,0.801134,0.801571,0.797932,0.801134,0.801134,0
2022-04-01,0.800096,0.801616,0.798320,0.800096,0.800096,0
2022-04-04,0.798308,0.802053,0.798257,0.798308,0.798308,0
2022-04-05,0.800884,0.806387,0.800608,0.800884,0.800884,0
2022-04-06,0.801000,0.801237,0.798684,0.801000,0.801000,0
2022-04-07,0.795938,0.797582,0.792952,0.795938,0.795938,0
2022-04-08,0.794489,0.795165,0.792487,0.794489,0.794489,0
2022-04-11,0.795165,0.795418,0.791897,0.795165,0.795165,0
2022-04-12,0.791133,0.794571,0.789827,0.791133,0.791133,0
2022-04-13,0.791490,0.794117,0.788917,0.791490,0.791490,0
2022-04-14,0.795785,0.798384,0.791114,0.795785,0.795785,0
2022-04-15,0.793462,0.794452,0.792418,0.793462,0.793462,0
2022-04-18,0.792707,0.793449,0.790952,0.792707,0.792707,0
2022-04-19,0.793638,0.795608,0.790808,0.793638,0.793638,0
2022-04-20,0.793418,0.801687,0.792236,0.793418,0.793418,0
2022-04-21,0.800884,0.802633,0.798289,0.800884,0.800884,0
2022-04-22,0.794338,0.794660,0.785947,0.794338,0.794338,0
2022-04-25,0.786102,0.786225,0.782699,0.786102,0.786102,0
2022-04-26,0.785201,0.788519,0.779678,0.785201,0.785201,0
2022-04-27,0.780878,0.782577,0.778016,0.780878,0.780878,0
2022-04-28,0.780396,0.781268,0.776470,0.780396,0.780396,0
2022-04-29,0.780969,0.786176,0.780202,0.780969,0.780969,0
2022-05-02,0.778028,0.778452,0.774449,0.778028,0.778028,0
2022-05-03,0.776759,0.779666,0.775597,0.776759,0.776759,0
2022-05-04,0.779192,0.781067,0.778253,0.779192,0.779192,0
2022-05-05,0.785102,0.786596,0.778271,0.785102,0.785102,0
2022-05-06,0.779606,0.780384,0.775506,0.779606,0.779606,0
2022-05-09,0.774102,0.774659,0.769758,0.774102,0.774102,0
2022-05-10,0.768734,0.771367,0.767065,0.768734,0.768734,0
2022-05-11,0.767389,0.773916,0.767112,0.767389,0.767389,0
2022-05-12,0.769562,0.770576,0.765779,0.769562,0.769562,0
2022-05-13,0.767866,0.773670,0.767519,0.767866,0.767866,0
2022-05-16,0.774773,0.776416,0.770392,0.774773,0.774773,0
2022-05-17,0.778210,0.780841,0.777980,0.778210,0.778210,0
2022-05-18,0.780756,0.781476,0.777950,0.780756,0.780756,0
2022-05-19,0.776144,0.782258,0.776036,0.776144,0.776144,0
2022-05-20,0.780056,0.782656,0.778543,0.780056,0.780056,0
2022-05-23,0.780518,0.783153,0.780153,0.780518,0.780518,0
2022-05-24,0.782038,0.782460,0.776922,0.782038,0.782038,0
2022-05-25,0.779885,0.780701,0.776398,0.779885,0.779885,0
2022-05-26,0.780019,0.782620,0.778410,0.780019,0.780019,0
2022-05-27,0.782901,0.785645,0.782393,0.782901,0.782901,0
2022-05-30,0.785935,0.790501,0.785836,0.785935,0.785935,0
2022-05-31,0.790189,0.791759,0.788302,0.790189,0.790189,0
2022-06-01,0.791202,0.792707,0.789036,0.791202,0.791202,0
2022-06-02,0.789559,0.794932,0.788308,0.789559,0.789559,0
2022-06-03,0.795558,0.796698,0.794470,0.795558,0.795558,0
2022-06-06,0.794603,0.797709,0.793840,0.794603,0.794603,0
2022-06-07,0.794913,0.797435,0.792544,0.794913,0.794913,0
2022-06-08,0.797664,0.798811,0.796343,0.797664,0.797664,0
2022-06-09,0.796686,0.796876,0.790083,0.796686,0.796686,0
2022-06-10,0.787234,0.788575,0.780543,0.787234,0.787234,0
2022-06-13,0.781397,0.781739,0.776428,0.781397,0.781397,0
2022-06-14,0.775795,0.777152,0.772762,0.775795,0.775795,0
2022-06-15,0.772511,0.774192,0.770891,0.772511,0.772511,0
2022-06-16,0.776796,0.777581,0.771135,0.776796,0.776796,0
2022-06-17,0.771974,0.772732,0.764649,0.771974,0.771974,0
2022-06-20,0.769201,0.770333,0.767790,0.769201,0.769201,0
2022-06-21,0.770309,0.774815,0.770167,0.770309,0.770309,0
2022-06-22,0.773282,0.774042,0.769491,0.773282,0.773282,0
2022-06-23,0.771379,0.773036,0.770090,0.771379,0.771379,0
2022-06-24,0.769995,0.775176,0.769278,0.769995,0.769995,0
2022-06-27,0.775368,0.777424,0.774269,0.775368,0.775368,0
2022-06-28,0.777061,0.780104,0.775567,0.777061,0.777061,0
2022-06-29,0.776820,0.778562,0.775296,0.776820,0.776820,0
2022-06-30,0.776199,0.777285,0.773306,0.776199,0.776199,0
2022-07-01,0.776778,0.777206,0.771325,0.776778,0.776778,0
2022-07-04,0.776036,0.778998,0.775074,0.776036,0.776036,0
2022-07-05,0.777768,0.778610,0.764351,0.777768,0.777768,0
2022-07-06,0.767177,0.768527,0.764719,0.767177,0.767177,0
2022-07-07,0.767224,0.771319,0.766066,0.767224,0.767224,0
2022-07-08,0.771248,0.773036,0.767224,0.771248,0.771248,0
2022-07-11,0.772380,0.772254,0.766319,0.772380,0.772380,0
2022-07-12,0.769539,0.769764,0.766325,0.769539,0.769539,0
2022-07-13,0.767383,0.773019,0.765732,0.767383,0.767383,0
2022-07-14,0.769178,0.771010,0.756344,0.769178,0.769178,0
2022-07-15,0.762893,0.768315,0.761348,0.762893,0.762893,0
2022-07-17,0.767813,0.767813,0.767460,0.767813,0.767813,0
