Date,Open,High,Low,Close,Adj Close,Volume
2022-10-22,26159.849609,26263.123047,26105.083984,26208.710938,26208.710938,21973784987
2022-10-23,26208.089844,26818.425781,26085.117188,26704.445313,26704.445313,30200692516
2022-10-24,26705.484375,26773.632813,26405.373047,26500.144531,26500.144531,41371928672
2022-10-25,26499.312500,27706.906250,26448.855469,27366.638672,27366.638672,65041883430
2022-10-26,27361.708984,28374.396484,27350.878906,28143.076172,28143.076172,79801539348
2022-10-27,28146.275391,28241.025391,27466.042969,27514.998047,27514.998047,67309762870
2022-10-28,27517.873047,28232.458984,27337.500000,28020.285156,28020.285156,59855470917
2022-10-29,28019.947266,28555.025391,27981.011719,28323.849609,28323.849609,54923773745
2022-10-30,28323.177734,28549.517578,27959.857422,28082.705078,28082.705078,42849326858
2022-10-31,28080.107422,28403.185547,27715.712891,27899.257813,27899.257813,62164830398
2022-11-01,27898.064453,27983.560547,27759.468750,27900.000000,27900.000000,54232059215
2022-11-02,27896.849609,28120.324219,27548.218750,27651.279297,27651.279297,76196744468
2022-11-03,27655.648438,27903.498047,27708.949219,27774.646484,27774.646484,59409401058
2022-11-04,27772.972656,28616.044922,27720.269531,28509.638672,28509.638672,86379648185
2022-11-05,28506.404297,28915.763672,28444.886719,28694.388672,28694.388672,51025933689
2022-11-06,28697.578125,28778.904297,28269.433594,28277.939453,28277.939453,47407208252
2022-11-07,28275.417969,28491.273438,27650.583984,27799.359375,27799.359375,72202139411
2022-11-08,27796.466797,27899.326172,23706.816406,24876.917969,24876.917969,159652786067
2022-11-09,24880.257813,24969.087891,21222.603516,21482.755859,21482.755859,139205149646
2022-11-10,21485.974609,24057.117188,21419.626953,23447.369141,23447.369141,110928529546
2022-11-11,23442.677734,23538.646484,21997.603516,22606.892578,22606.892578,74149457106
2022-11-12,22610.318359,22649.867188,22097.738281,22293.357422,22293.357422,39436873015
2022-11-13,22294.072266,22454.703125,21647.478516,21693.802734,21693.802734,36094750751
2022-11-14,21692.029297,22716.304688,21082.171875,22142.869141,22142.869141,66129668467
2022-11-15,22141.917969,22680.968750,22037.556641,22413.650391,22413.650391,48584287555
2022-11-16,22413.287109,22531.345703,21854.101563,22230.714844,22230.714844,45243776557
2022-11-17,22232.031250,22302.531250,21979.490234,22235.316406,22235.316406,37133990226
2022-11-18,22235.841797,22563.771484,22189.158203,22400.904297,22400.904297,36037009374
2022-11-19,22398.814453,22535.191406,22230.035156,22419.376953,22419.376953,21607304125
2022-11-20,22421.218750,22466.642578,21731.228516,21795.947266,21795.947266,28513997062
2022-11-21,21795.132813,21795.132813,20984.742188,21229.398438,21229.398438,50331990618
2022-11-22,21222.697266,21787.779297,21035.964844,21634.632813,21634.632813,41060722175
2022-11-23,21642.408203,22246.693359,21609.451172,22158.267578,22158.267578,43966316116
2022-11-24,22159.509766,22381.953125,22020.371094,22147.451172,22147.451172,34851563329
2022-11-25,22144.521484,22148.576172,21843.269531,22133.896484,22133.896484,25022792574
2022-11-26,22133.542969,22328.179688,21992.412109,22056.785156,22056.785156,24114161741
2022-11-27,22056.251953,22234.179688,22039.832031,22052.787109,22052.787109,27415942549
2022-11-28,22046.880859,22092.488281,21587.804688,21877.898438,21877.898438,37426589372
2022-11-29,21878.326172,22224.832031,21759.181641,22340.263672,22340.263672,32035365982
2022-11-30,22340.933594,23055.662109,22340.933594,23031.906250,23031.906250,39606350363
2022-12-01,23031.150391,23086.900391,22691.828125,22794.496094,22794.496094,30758815568
2022-12-02,22796.578125,23016.580078,22746.759766,23016.580078,23016.580078,26317872519
2022-12-03,23018.517578,23053.458984,22786.408203,22813.523438,22813.523438,21881916306
2022-12-04,22813.433594,23096.927734,22807.050781,23035.433594,23035.433594,22624000458
2022-12-05,23033.292969,23290.113281,23002.373047,23066.072266,23066.072266,30178595554
2022-12-06,23066.634766,23332.753906,23155.755859,23327.429688,23327.429688,27150042383
2022-12-07,23327.431641,23353.445313,22881.345703,23003.421875,23003.421875,26863616628
2022-12-08,23002.361328,23451.296875,22922.062500,23436.457031,23436.457031,27874110338
